feedback_id,ride_id,customer_id,rating,feedback_category,feedback_text,created_at
1585,6358,2281,4,driver,Decent ride but car smelled like smoke.,2025-05-16 09:04:00.173802
1586,6364,1734,4,route,"Good overall, but took a longer route.",2025-05-16 11:28:57.862380
1587,6366,817,4,route,"Good overall, but took a longer route.",2025-05-15 23:22:13.769003
1588,6371,518,4,vehicle,Clean car and smooth ride. Will use again!,2025-05-15 21:03:02.752879
1589,6373,2669,3,other,Terrible experience. Driver was rude.,2025-05-16 08:31:50.314435
1590,6374,611,4,vehicle,Decent ride but car smelled like smoke.,2025-05-16 03:14:48.773961
1591,6376,19,6,pricing,Clean car and smooth ride. Will use again!,2025-05-16 04:19:05.956949
1592,6377,4571,3,vehicle,Terrible experience. Driver was rude.,2025-05-15 15:57:04.390173
1593,6380,2754,4,other,"Good overall, but took a longer route.",2025-05-16 01:32:55.999720
1594,6386,2127,5,driver,Clean car and smooth ride. Will use again!,2025-05-16 08:32:01.240893
1595,6396,2438,4,route,"Good overall, but took a longer route.",2025-05-15 22:12:30.430491
1596,6398,1173,5,pricing,Excellent service! Driver was very professional.,2025-05-16 12:07:59.793141
1597,6399,961,5,pricing,Perfect experience from start to finish.,2025-05-16 00:10:37.963447
1598,6403,3087,5,driver,Clean car and smooth ride. Will use again!,2025-05-15 19:53:32.666709
1599,6407,3596,5,other,Clean car and smooth ride. Will use again!,2025-05-16 04:27:47.746307
1600,6409,4734,5,pricing,Perfect experience from start to finish.,2025-05-15 23:19:44.071426
1601,6413,2212,5,driver,Excellent service! Driver was very professional.,2025-05-16 01:33:20.490506
1602,6416,4213,4,other,"Good overall, but took a longer route.",2025-05-15 20:45:19.645620
1603,6420,2625,5,other,Excellent service! Driver was very professional.,2025-05-16 13:08:53.150005
1604,6423,3553,4,route,Decent ride but car smelled like smoke.,2025-05-15 18:45:19.727990
1605,6425,3139,5,vehicle,Perfect experience from start to finish.,2025-05-16 06:59:44.164387
1606,6426,491,4,driver,Driver was okay but not very talkative.,2025-05-15 04:31:04.958428
1607,6430,852,4,driver,Perfect experience from start to finish.,2025-05-15 19:13:36.459680
1608,6433,4974,5,pricing,Perfect experience from start to finish.,2025-05-15 21:58:09.809157
1609,6436,1916,6,vehicle,Clean car and smooth ride. Will use again!,2025-05-16 12:34:58.446462
1610,6438,552,3,pricing,Car was dirty and uncomfortable.,2025-05-16 06:37:09.668833
1611,6441,527,4,vehicle,"Good overall, but took a longer route.",2025-05-15 21:09:12.459401
1612,6461,2534,5,driver,Perfect experience from start to finish.,2025-05-15 17:33:05.967125
1613,6467,2582,3,vehicle,Terrible experience. Driver was rude.,2025-05-16 18:06:07.553840
1614,6469,906,4,pricing,Decent ride but car smelled like smoke.,2025-05-17 08:08:08.084482
1615,6471,2581,5,driver,Excellent service! Driver was very professional.,2025-05-16 15:31:31.966780
1616,6472,4542,4,pricing,Decent ride but car smelled like smoke.,2025-05-17 18:39:55.892049
1617,6474,63,5,vehicle,Perfect experience from start to finish.,2025-05-17 19:01:54.922164
1618,6481,3165,5,vehicle,Clean car and smooth ride. Will use again!,2025-05-16 20:49:15.180984
1619,6482,3782,4,route,Decent ride but car smelled like smoke.,2025-05-17 12:29:50.919547
1620,6483,2524,4,other,Decent ride but car smelled like smoke.,2025-05-17 09:08:14.912370
1621,6484,3157,4,vehicle,Decent ride but car smelled like smoke.,2025-05-17 11:30:35.255419
1622,6485,2617,6,pricing,Perfect experience from start to finish.,2025-05-17 00:39:40.071496
1623,6489,3445,5,other,Clean car and smooth ride. Will use again!,2025-05-17 01:39:41.794548
1624,6502,1980,4,route,Decent ride but car smelled like smoke.,2025-05-16 09:58:47.071231
1625,6504,2387,4,pricing,"Good overall, but took a longer route.",2025-05-17 09:36:17.894846
1626,6508,4376,5,pricing,Excellent service! Driver was very professional.,2025-05-16 07:47:37.975360
1627,6515,399,4,pricing,Driver was okay but not very talkative.,2025-05-16 21:35:49.338741
1628,6521,3400,5,driver,Clean car and smooth ride. Will use again!,2025-05-17 03:00:21.970873
1629,6525,1188,3,vehicle,Terrible experience. Driver was rude.,2025-05-17 06:29:40.207575
1630,6530,4259,4,other,Perfect experience from start to finish.,2025-05-17 11:49:34.792498
1631,6533,4909,4,driver,"Good overall, but took a longer route.",2025-05-17 16:46:42.532592
1632,6535,1565,3,route,Terrible experience. Driver was rude.,2025-05-16 19:58:25.427572
1633,6536,2067,4,route,Decent ride but car smelled like smoke.,2025-05-17 00:15:28.154322
1634,6541,2428,4,route,"Good overall, but took a longer route.",2025-05-17 12:28:13.073795
1635,6543,4673,4,route,Excellent service! Driver was very professional.,2025-05-16 20:16:35.669574
1636,6547,1093,4,route,Driver was okay but not very talkative.,2025-05-16 19:06:18.773898
1637,6548,828,5,driver,Perfect experience from start to finish.,2025-05-17 11:13:09.323742
1638,6554,2435,4,route,"Good overall, but took a longer route.",2025-05-16 15:33:43.123111
1639,6557,1713,4,route,Excellent service! Driver was very professional.,2025-05-17 03:16:33.857705
1640,6562,1167,4,pricing,Excellent service! Driver was very professional.,2025-05-17 09:51:06.624022
1641,6567,2619,5,pricing,Excellent service! Driver was very professional.,2025-05-16 22:19:28.930450
1642,6576,4615,5,pricing,Excellent service! Driver was very professional.,2025-05-17 18:48:38.793432
1643,6579,2425,4,vehicle,Decent ride but car smelled like smoke.,2025-05-17 01:23:53.646184
1644,6581,3558,4,vehicle,Driver was okay but not very talkative.,2025-05-17 18:41:52.316695
1645,6583,2005,5,pricing,Clean car and smooth ride. Will use again!,2025-05-17 01:02:02.937352
1646,6587,1193,4,route,Driver was okay but not very talkative.,2025-05-17 16:11:21.687861
1647,6590,3349,4,vehicle,Driver was okay but not very talkative.,2025-05-17 10:12:51.815840
1648,6595,3508,4,driver,Decent ride but car smelled like smoke.,2025-05-16 19:02:53.393357
1649,6599,2758,4,vehicle,"Good overall, but took a longer route.",2025-05-16 19:13:21.676058
1650,6600,4054,4,driver,Driver was okay but not very talkative.,2025-05-16 17:09:50.401089
1651,6603,2151,4,route,Driver was okay but not very talkative.,2025-05-17 05:50:29.190892
1652,6606,2036,4,driver,"Good overall, but took a longer route.",2025-05-16 19:37:01.842255
1653,6608,1592,4,pricing,"Good overall, but took a longer route.",2025-05-17 07:56:58.975883
1654,6615,1657,4,pricing,Perfect experience from start to finish.,2025-05-17 16:10:57.288498
1655,6616,2889,4,driver,"Good overall, but took a longer route.",2025-05-16 05:35:04.450663
1656,6619,2732,5,driver,Perfect experience from start to finish.,2025-05-17 03:40:25.837366
1657,6622,1055,4,other,"Good overall, but took a longer route.",2025-05-16 15:59:12.696708
1658,6625,3160,4,vehicle,Decent ride but car smelled like smoke.,2025-05-16 03:13:14.986683
1659,6626,2982,4,other,Decent ride but car smelled like smoke.,2025-05-16 11:54:04.665217
1660,6629,322,4,route,"Good overall, but took a longer route.",2025-05-17 00:36:32.846960
1661,6637,385,4,vehicle,Driver was okay but not very talkative.,2025-05-17 10:42:18.488171
1662,6638,2163,4,route,"Good overall, but took a longer route.",2025-05-17 17:52:40.928865
1663,6650,4038,4,driver,"Good overall, but took a longer route.",2025-05-17 00:19:19.195766
1664,6658,953,4,vehicle,"Good overall, but took a longer route.",2025-05-17 08:35:23.674124
1665,6660,2200,5,other,Excellent service! Driver was very professional.,2025-05-17 08:43:54.274352
1666,6664,2555,4,other,"Good overall, but took a longer route.",2025-05-16 20:39:59.274340
1667,6667,4684,4,vehicle,Driver was okay but not very talkative.,2025-05-17 00:19:21.067130
1668,6674,3760,4,route,Decent ride but car smelled like smoke.,2025-05-17 13:34:41.550998
1669,6675,3306,4,driver,"Good overall, but took a longer route.",2025-05-17 11:26:46.689308
1670,6676,2696,5,driver,Perfect experience from start to finish.,2025-05-16 23:31:03.644680
1671,6680,34,5,pricing,Perfect experience from start to finish.,2025-05-16 20:07:02.382897
1672,6683,3334,4,route,Decent ride but car smelled like smoke.,2025-05-16 13:31:02.937727
1673,6684,770,4,pricing,"Good overall, but took a longer route.",2025-05-16 19:06:46.637758
1674,6685,4851,3,route,Car was dirty and uncomfortable.,2025-05-17 14:29:27.366347
1675,6688,4266,4,other,Driver was okay but not very talkative.,2025-05-16 16:48:55.626512
1676,6691,1499,5,pricing,Clean car and smooth ride. Will use again!,2025-05-17 02:37:56.485185
1677,6695,4715,4,driver,Driver was okay but not very talkative.,2025-05-16 17:34:38.385258
1678,6698,1102,4,vehicle,Decent ride but car smelled like smoke.,2025-05-16 14:57:32.332897
1679,6702,2688,4,driver,Driver was okay but not very talkative.,2025-05-16 23:23:44.577688
1680,6705,2552,5,other,Clean car and smooth ride. Will use again!,2025-05-16 23:25:24.184484
1681,6712,4107,5,route,Excellent service! Driver was very professional.,2025-05-17 21:45:32.645207
1682,6722,1357,5,other,Excellent service! Driver was very professional.,2025-05-17 23:27:44.930740
1683,6725,908,4,route,Decent ride but car smelled like smoke.,2025-05-17 12:40:19.209028
1684,6738,2493,5,route,Excellent service! Driver was very professional.,2025-05-17 10:27:32.807713
1685,6743,44,4,other,"Good overall, but took a longer route.",2025-05-17 12:12:34.178860
1686,6753,2990,5,route,Excellent service! Driver was very professional.,2025-05-18 03:19:23.049617
1687,6756,902,4,pricing,Driver was okay but not very talkative.,2025-05-18 15:16:22.900532
1688,6765,1083,3,driver,Overcharged for the distance traveled.,2025-05-17 10:20:11.758617
1689,6766,739,4,vehicle,"Good overall, but took a longer route.",2025-05-18 03:24:30.783333
1690,6767,4369,3,pricing,Car was dirty and uncomfortable.,2025-05-18 07:05:17.072471
1691,6768,1142,4,vehicle,Driver was okay but not very talkative.,2025-05-18 06:53:02.258071
1692,6770,510,3,other,Terrible experience. Driver was rude.,2025-05-18 21:58:20.922927
1693,6775,1864,3,other,Overcharged for the distance traveled.,2025-05-18 04:07:17.171063
1694,6777,2706,5,driver,Clean car and smooth ride. Will use again!,2025-05-17 10:35:10.176744
1695,6784,2790,4,pricing,Driver was okay but not very talkative.,2025-05-18 03:14:02.388206
1696,6785,2259,5,vehicle,Excellent service! Driver was very professional.,2025-05-18 17:56:18.572704
1697,6792,4868,4,other,Driver was okay but not very talkative.,2025-05-18 03:36:27.937519
1698,6794,1833,4,route,Decent ride but car smelled like smoke.,2025-05-18 20:54:20.178574
1699,6800,1166,3,driver,Car was dirty and uncomfortable.,2025-05-18 15:53:40.952463
1700,6803,2815,5,pricing,Excellent service! Driver was very professional.,2025-05-17 20:02:30.443180
1701,6810,1909,4,vehicle,Decent ride but car smelled like smoke.,2025-05-18 22:19:24.889204
1702,6812,4558,5,other,Perfect experience from start to finish.,2025-05-17 09:01:17.087720
1703,6814,808,4,vehicle,Decent ride but car smelled like smoke.,2025-05-18 13:23:10.861212
1704,6824,67,5,other,Clean car and smooth ride. Will use again!,2025-05-18 05:44:23.576562
1705,6825,273,4,other,Driver was okay but not very talkative.,2025-05-17 14:26:34.508250
1706,6829,272,4,driver,Decent ride but car smelled like smoke.,2025-05-18 01:55:05.677437
1707,6843,842,5,vehicle,Excellent service! Driver was very professional.,2025-05-18 02:35:54.157134
1708,6845,3548,5,driver,Clean car and smooth ride. Will use again!,2025-05-18 07:15:51.047655
1709,6849,3437,5,vehicle,Excellent service! Driver was very professional.,2025-05-17 09:09:12.377246
1710,6853,3036,5,route,Clean car and smooth ride. Will use again!,2025-05-18 00:30:52.530961
1711,6856,700,4,driver,Excellent service! Driver was very professional.,2025-05-18 08:55:35.516487
1712,6857,530,5,pricing,Clean car and smooth ride. Will use again!,2025-05-18 11:24:49.744778
1713,6863,2747,4,other,Decent ride but car smelled like smoke.,2025-05-18 10:48:20.108386
1714,6877,1102,4,vehicle,Driver was okay but not very talkative.,2025-05-17 13:09:32.543084
1715,6880,180,3,other,Terrible experience. Driver was rude.,2025-05-17 16:40:30.060577
1716,6883,1380,4,route,Driver was okay but not very talkative.,2025-05-18 06:28:59.545571
1717,6888,1425,5,route,Perfect experience from start to finish.,2025-05-18 06:33:18.154481
1718,6889,4214,4,driver,Decent ride but car smelled like smoke.,2025-05-17 10:20:20.406900
1719,6892,4600,4,route,Decent ride but car smelled like smoke.,2025-05-17 09:08:12.920820
1720,6893,1211,4,other,Clean car and smooth ride. Will use again!,2025-05-18 20:40:26.704951
1721,6894,283,4,pricing,Decent ride but car smelled like smoke.,2025-05-17 20:11:59.236207
1722,6897,4040,4,driver,Driver was okay but not very talkative.,2025-05-18 07:55:29.838122
1723,6900,2418,5,other,Excellent service! Driver was very professional.,2025-05-18 12:09:36.828071
1724,6905,3912,4,pricing,Driver was okay but not very talkative.,2025-05-18 17:11:30.248557
1725,6907,4318,4,driver,"Good overall, but took a longer route.",2025-05-18 18:08:24.093977
1726,6909,2079,4,vehicle,Driver was okay but not very talkative.,2025-05-17 23:22:05.747055
1727,6913,4056,5,other,Clean car and smooth ride. Will use again!,2025-05-18 08:10:07.334336
1728,6919,1551,4,driver,Decent ride but car smelled like smoke.,2025-05-18 03:03:04.003988
1729,6921,297,5,driver,Excellent service! Driver was very professional.,2025-05-18 13:11:22.205345
1730,6925,2446,4,vehicle,Decent ride but car smelled like smoke.,2025-05-18 12:47:42.904728
1731,6926,4971,4,other,Decent ride but car smelled like smoke.,2025-05-17 19:23:45.919667
1732,6934,4956,5,route,Excellent service! Driver was very professional.,2025-05-18 12:17:46.090099
1733,6936,1675,4,route,"Good overall, but took a longer route.",2025-05-17 13:50:11.493133
1734,6944,4257,4,pricing,Driver was okay but not very talkative.,2025-05-17 19:03:47.190214
1735,6945,926,5,route,Excellent service! Driver was very professional.,2025-05-18 09:45:56.506511
1736,6951,4972,4,driver,Driver was okay but not very talkative.,2025-05-17 12:26:53.113991
1737,6958,2775,4,vehicle,Driver was okay but not very talkative.,2025-05-18 03:10:59.680904
1738,6960,1298,4,driver,Decent ride but car smelled like smoke.,2025-05-17 14:25:09.986367
1739,6961,3703,5,driver,Clean car and smooth ride. Will use again!,2025-05-17 04:43:46.271501
1740,6966,2257,5,pricing,Perfect experience from start to finish.,2025-05-17 23:03:15.947797
1741,6976,2745,3,driver,Car was dirty and uncomfortable.,2025-05-18 13:40:02.557525
1742,6977,372,5,vehicle,Clean car and smooth ride. Will use again!,2025-05-18 09:43:48.395680
1743,6989,60,4,other,Excellent service! Driver was very professional.,2025-05-17 22:58:04.892386
1744,6990,4200,4,driver,Decent ride but car smelled like smoke.,2025-05-18 01:05:42.759627
1745,6993,57,4,other,Driver was okay but not very talkative.,2025-05-17 22:01:06.845593
1746,6994,2935,4,vehicle,Decent ride but car smelled like smoke.,2025-05-17 13:45:33.341229
1747,7004,2432,4,pricing,Decent ride but car smelled like smoke.,2025-05-18 07:26:22.288037
1748,7013,2981,4,vehicle,Driver was okay but not very talkative.,2025-05-17 12:28:40.463146
1749,7017,1075,5,pricing,Perfect experience from start to finish.,2025-05-18 19:23:24.152171
1750,7019,1845,4,vehicle,"Good overall, but took a longer route.",2025-05-17 15:52:54.586938
1751,7021,1326,4,vehicle,Perfect experience from start to finish.,2025-05-18 20:28:21.938149
1752,7022,2525,5,vehicle,Perfect experience from start to finish.,2025-05-17 21:28:33.816767
1753,7024,1480,4,route,Driver was okay but not very talkative.,2025-05-18 16:43:02.060241
1754,7025,2348,4,driver,Driver was okay but not very talkative.,2025-05-17 11:52:09.243606
1755,7026,2771,4,pricing,"Good overall, but took a longer route.",2025-05-17 22:00:37.207510
1756,7030,1696,4,other,"Good overall, but took a longer route.",2025-05-17 22:09:37.604092
1757,7031,772,3,vehicle,Overcharged for the distance traveled.,2025-05-18 15:42:28.137298
1758,7032,4477,5,pricing,Excellent service! Driver was very professional.,2025-05-17 10:28:18.232275
1759,7037,467,5,pricing,Excellent service! Driver was very professional.,2025-05-17 10:49:37.582857
1760,7041,3961,5,vehicle,Excellent service! Driver was very professional.,2025-05-18 16:44:45.783588
1761,7043,1160,4,pricing,"Good overall, but took a longer route.",2025-05-18 15:43:21.947850
1762,7047,4639,4,route,Driver was okay but not very talkative.,2025-05-17 20:06:03.832234
1763,7048,4293,5,route,Perfect experience from start to finish.,2025-05-18 12:13:12.020118
1764,7049,533,4,driver,Decent ride but car smelled like smoke.,2025-05-18 01:27:20.645275
1765,7050,1495,4,vehicle,Decent ride but car smelled like smoke.,2025-05-18 01:16:49.658079
1766,7059,3699,4,other,"Good overall, but took a longer route.",2025-05-18 18:45:30.457294
1767,7060,1070,4,driver,"Good overall, but took a longer route.",2025-05-19 07:35:07.128109
1768,7061,4275,5,driver,Clean car and smooth ride. Will use again!,2025-05-19 13:19:48.353068
1769,7064,3008,5,other,Perfect experience from start to finish.,2025-05-18 16:39:01.481072
1770,7068,4387,4,driver,Driver was okay but not very talkative.,2025-05-18 14:51:24.851726
1771,7070,716,3,other,Terrible experience. Driver was rude.,2025-05-19 04:19:33.385122
1772,7083,219,5,route,Clean car and smooth ride. Will use again!,2025-05-19 03:16:01.823986
1773,7084,4836,4,other,Driver was okay but not very talkative.,2025-05-19 07:44:39.936675
1774,7085,3864,4,other,Decent ride but car smelled like smoke.,2025-05-19 04:51:50.663387
1775,7094,3177,4,route,Decent ride but car smelled like smoke.,2025-05-18 10:48:21.499370
1776,7097,3881,5,driver,Perfect experience from start to finish.,2025-05-18 15:38:04.180720
1777,7098,4040,4,vehicle,Driver was okay but not very talkative.,2025-05-19 03:27:05.484272
1778,7099,385,5,route,Clean car and smooth ride. Will use again!,2025-05-18 23:24:46.628197
1779,7103,1240,4,pricing,Decent ride but car smelled like smoke.,2025-05-18 10:07:30.205254
1780,7110,301,4,vehicle,"Good overall, but took a longer route.",2025-05-19 00:09:14.920264
1781,7119,3999,3,driver,Terrible experience. Driver was rude.,2025-05-19 02:25:17.742247
1782,7123,3717,4,pricing,Decent ride but car smelled like smoke.,2025-05-18 18:22:25.388032
1783,7139,2145,6,pricing,Clean car and smooth ride. Will use again!,2025-05-19 20:11:37.972154
1784,7141,2794,4,driver,Decent ride but car smelled like smoke.,2025-05-18 07:48:06.642772
1785,7142,2843,5,pricing,Excellent service! Driver was very professional.,2025-05-18 19:20:30.456590
1786,7148,106,4,driver,Decent ride but car smelled like smoke.,2025-05-19 01:02:10.986501
1787,7152,1439,4,driver,Decent ride but car smelled like smoke.,2025-05-19 19:00:21.195102
1788,7154,4102,4,vehicle,Excellent service! Driver was very professional.,2025-05-19 05:07:31.412276
1789,7159,3668,4,driver,Decent ride but car smelled like smoke.,2025-05-19 02:46:33.885681
1790,7160,4709,4,other,"Good overall, but took a longer route.",2025-05-18 15:58:02.935345
1791,7165,1143,4,route,Decent ride but car smelled like smoke.,2025-05-19 15:47:39.194605
1792,7170,909,4,driver,Decent ride but car smelled like smoke.,2025-05-19 12:02:15.434390
1793,7179,4269,5,other,Perfect experience from start to finish.,2025-05-18 11:17:23.620914
1794,7180,4031,5,driver,Clean car and smooth ride. Will use again!,2025-05-18 21:54:37.037585
1795,7183,1847,4,driver,Driver was okay but not very talkative.,2025-05-18 23:41:37.005804
1796,7189,3502,5,other,Clean car and smooth ride. Will use again!,2025-05-18 17:01:06.140187
1797,7192,4548,4,vehicle,Driver was okay but not very talkative.,2025-05-18 20:48:37.592678
1798,7197,2541,5,pricing,Perfect experience from start to finish.,2025-05-19 03:51:41.036579
1799,7204,589,5,vehicle,Excellent service! Driver was very professional.,2025-05-19 14:24:19.203432
1800,7217,1137,4,driver,"Good overall, but took a longer route.",2025-05-18 13:53:41.684231
1801,7218,1961,5,vehicle,Clean car and smooth ride. Will use again!,2025-05-18 20:15:39.393480
1802,7223,3275,4,other,Driver was okay but not very talkative.,2025-05-19 02:29:43.030127
1803,7231,3192,4,pricing,"Good overall, but took a longer route.",2025-05-18 20:50:31.650926
1804,7234,1090,4,driver,Decent ride but car smelled like smoke.,2025-05-18 21:38:43.740898
1805,7236,2748,4,route,Decent ride but car smelled like smoke.,2025-05-19 06:57:59.799235
1806,7242,3984,5,vehicle,Clean car and smooth ride. Will use again!,2025-05-19 03:49:26.016889
1807,7243,133,5,pricing,Clean car and smooth ride. Will use again!,2025-05-19 02:12:43.823602
1808,7246,2889,6,vehicle,Excellent service! Driver was very professional.,2025-05-19 00:44:13.965769
1809,7248,894,4,driver,Decent ride but car smelled like smoke.,2025-05-19 06:05:44.513663
1810,7252,4761,4,route,Decent ride but car smelled like smoke.,2025-05-18 19:49:20.730022
1811,7255,4046,5,vehicle,Excellent service! Driver was very professional.,2025-05-19 10:31:17.743193
1812,7257,325,4,route,Driver was okay but not very talkative.,2025-05-18 22:46:23.051977
1813,7260,1240,3,route,Overcharged for the distance traveled.,2025-05-19 03:30:12.205400
1814,7262,1865,5,driver,Excellent service! Driver was very professional.,2025-05-19 05:13:24.292240
1815,7272,1794,5,other,Excellent service! Driver was very professional.,2025-05-18 13:54:32.707322
1816,7273,1698,4,pricing,Decent ride but car smelled like smoke.,2025-05-19 04:02:51.280811
1817,7276,1239,5,vehicle,Clean car and smooth ride. Will use again!,2025-05-18 23:39:19.148751
1818,7277,2184,5,other,Clean car and smooth ride. Will use again!,2025-05-19 08:31:20.964128
1819,7279,1717,5,vehicle,Excellent service! Driver was very professional.,2025-05-19 19:25:18.338624
1820,7283,1428,4,driver,Decent ride but car smelled like smoke.,2025-05-18 14:18:18.483868
1821,7287,4578,4,driver,Driver was okay but not very talkative.,2025-05-19 22:10:14.550056
1822,7289,1319,5,vehicle,Clean car and smooth ride. Will use again!,2025-05-19 08:48:58.751158
1823,7292,3404,4,route,Driver was okay but not very talkative.,2025-05-18 21:59:05.487651
1824,7305,4089,4,route,Clean car and smooth ride. Will use again!,2025-05-19 05:03:47.386112
1825,7316,4265,4,pricing,Decent ride but car smelled like smoke.,2025-05-18 13:20:33.054292
1826,7317,1522,5,pricing,Excellent service! Driver was very professional.,2025-05-18 19:47:44.041851
1827,7320,3495,5,route,Clean car and smooth ride. Will use again!,2025-05-19 03:46:57.605441
1828,7321,438,5,pricing,Excellent service! Driver was very professional.,2025-05-18 08:08:46.916533
1829,7325,1188,6,vehicle,Perfect experience from start to finish.,2025-05-19 00:22:27.410412
1830,7330,4001,4,vehicle,"Good overall, but took a longer route.",2025-05-19 04:07:22.288465
1831,7334,4015,4,route,Driver was okay but not very talkative.,2025-05-19 06:00:40.620596
1832,7337,1573,4,vehicle,Decent ride but car smelled like smoke.,2025-05-18 13:00:52.116636
1833,7339,4143,3,driver,Overcharged for the distance traveled.,2025-05-19 05:20:36.949196
1834,7343,2578,4,route,Decent ride but car smelled like smoke.,2025-05-19 01:46:13.079200
1835,7355,4092,6,other,Clean car and smooth ride. Will use again!,2025-05-19 10:39:16.578832
1836,7357,262,4,route,Decent ride but car smelled like smoke.,2025-05-19 21:14:40.844931
1837,7358,2879,5,vehicle,Excellent service! Driver was very professional.,2025-05-19 08:22:35.377566
1838,7364,992,5,other,Excellent service! Driver was very professional.,2025-05-20 05:50:53.649121
1839,7369,3921,5,driver,Clean car and smooth ride. Will use again!,2025-05-19 12:29:17.503408
1840,7382,1528,4,route,Excellent service! Driver was very professional.,2025-05-20 06:35:15.473767
1841,7384,3220,5,route,Excellent service! Driver was very professional.,2025-05-19 12:34:39.204766
1842,7386,4802,3,driver,Terrible experience. Driver was rude.,2025-05-20 05:52:40.537544
1843,7387,4149,4,pricing,Decent ride but car smelled like smoke.,2025-05-20 09:50:51.481971
1844,7391,2972,5,route,Excellent service! Driver was very professional.,2025-05-20 17:52:30.595778
1845,7397,4009,4,driver,Decent ride but car smelled like smoke.,2025-05-19 21:01:08.214588
1846,7399,1593,4,other,"Good overall, but took a longer route.",2025-05-19 14:36:19.719871
1847,7408,897,5,driver,Perfect experience from start to finish.,2025-05-19 07:16:07.912554
1848,7409,377,3,other,Overcharged for the distance traveled.,2025-05-20 03:10:52.760776
1849,7415,1122,5,pricing,Excellent service! Driver was very professional.,2025-05-19 15:42:11.515909
1850,7417,3245,6,route,Excellent service! Driver was very professional.,2025-05-20 19:21:33.654319
1851,7423,742,4,vehicle,Driver was okay but not very talkative.,2025-05-19 14:03:40.790691
1852,7425,3997,4,vehicle,Driver was okay but not very talkative.,2025-05-19 14:37:44.573994
1853,7426,1653,4,other,"Good overall, but took a longer route.",2025-05-20 07:19:59.917053
1854,7427,4007,3,driver,Overcharged for the distance traveled.,2025-05-20 05:16:52.573975
1855,7434,4432,4,pricing,"Good overall, but took a longer route.",2025-05-19 18:08:51.831165
1856,7436,1711,5,other,Excellent service! Driver was very professional.,2025-05-20 10:48:15.221666
1857,7438,3553,5,driver,Perfect experience from start to finish.,2025-05-19 18:58:01.263445
1858,7439,437,5,route,Perfect experience from start to finish.,2025-05-20 02:05:50.793371
1859,7440,186,4,vehicle,"Good overall, but took a longer route.",2025-05-19 22:50:11.456716
1860,7441,1801,5,route,Perfect experience from start to finish.,2025-05-19 23:26:14.985011
1861,7442,291,4,vehicle,"Good overall, but took a longer route.",2025-05-20 04:45:41.296062
1862,7445,3289,5,driver,Perfect experience from start to finish.,2025-05-20 12:43:58.160283
1863,7446,4133,4,other,"Good overall, but took a longer route.",2025-05-20 17:55:27.291334
1864,7448,4802,5,driver,Clean car and smooth ride. Will use again!,2025-05-20 11:52:31.395948
1865,7459,1167,5,pricing,Perfect experience from start to finish.,2025-05-20 03:53:10.555330
1866,7460,1264,4,pricing,Driver was okay but not very talkative.,2025-05-20 08:19:50.038729
1867,7461,626,5,pricing,Perfect experience from start to finish.,2025-05-20 10:50:29.490400
1868,7466,1325,4,other,"Good overall, but took a longer route.",2025-05-19 23:38:11.494332
1869,7480,156,4,pricing,Driver was okay but not very talkative.,2025-05-20 05:08:51.201820
1870,7481,4567,5,route,Perfect experience from start to finish.,2025-05-19 19:37:24.485404
1871,7500,2912,3,vehicle,Car was dirty and uncomfortable.,2025-05-20 01:43:12.247441
1872,7501,3043,5,route,Excellent service! Driver was very professional.,2025-05-20 01:45:28.273193
1873,7503,3843,5,pricing,Clean car and smooth ride. Will use again!,2025-05-19 09:30:36.201530
1874,7506,96,4,other,Perfect experience from start to finish.,2025-05-19 10:51:51.368751
1875,7507,1906,4,other,"Good overall, but took a longer route.",2025-05-20 03:12:29.949856
1876,7508,432,4,pricing,Driver was okay but not very talkative.,2025-05-19 23:47:45.284247
1877,7516,2116,4,route,Driver was okay but not very talkative.,2025-05-19 20:35:44.452728
1878,7521,2915,5,route,Excellent service! Driver was very professional.,2025-05-20 05:37:19.393426
1879,7524,681,5,driver,Clean car and smooth ride. Will use again!,2025-05-19 22:00:17.033977
1880,7526,4591,5,other,Perfect experience from start to finish.,2025-05-19 13:21:49.341603
1881,7527,236,4,other,"Good overall, but took a longer route.",2025-05-20 11:30:13.070633
1882,7531,4918,4,other,"Good overall, but took a longer route.",2025-05-20 00:53:07.154581
1883,7534,3793,4,route,"Good overall, but took a longer route.",2025-05-19 20:28:14.228329
1884,7539,3310,4,vehicle,Decent ride but car smelled like smoke.,2025-05-20 01:53:45.786246
1885,7540,1455,5,vehicle,Perfect experience from start to finish.,2025-05-19 23:38:41.534599
1886,7541,2211,3,pricing,Car was dirty and uncomfortable.,2025-05-19 16:28:05.840078
1887,7546,2683,4,vehicle,Clean car and smooth ride. Will use again!,2025-05-20 04:42:40.474029
1888,7553,3511,5,other,Clean car and smooth ride. Will use again!,2025-05-20 07:45:18.125295
1889,7561,4604,5,driver,Clean car and smooth ride. Will use again!,2025-05-20 22:29:37.931824
1890,7570,4869,4,pricing,Decent ride but car smelled like smoke.,2025-05-19 21:03:13.836137
1891,7575,4200,4,driver,Driver was okay but not very talkative.,2025-05-19 14:51:04.558118
1892,7580,2047,3,driver,Overcharged for the distance traveled.,2025-05-19 18:08:39.544493
1893,7582,2879,3,other,Overcharged for the distance traveled.,2025-05-19 17:59:44.267404
1894,7585,2050,5,route,Clean car and smooth ride. Will use again!,2025-05-19 16:28:29.797157
