ride_id,driver_id,customer_id,pickup_zone_id,dropoff_zone_id,pickup_datetime,dropoff_datetime,distance_miles,duration_minutes,fare_amount,tip_amount,payment_method,ride_status,customer_rating,driver_rating,created_at
1274,64,1246,3,9,2025-04-27 05:40:13.614223,2025-04-27 05:47:55.199502,2.92,7,11.27,2.16,credit,completed,4.0,3.7784213799902213,2025-04-27 05:40:13.614223
1275,90,3451,6,8,2025-04-27 17:18:13.614223,2025-04-27 17:43:44.612740,13.5,25,50.7,6.11,cash,completed,4.7,4.200353612563539,2025-04-27 17:18:13.614223
1276,69,4866,12,2,2025-04-27 17:42:13.614223,2025-04-27 17:51:44.167666,4.11,9,14.18,0.0,cash,completed,4.4,4.040303270099995,2025-04-27 17:42:13.614223
1277,11,1987,10,7,2025-04-27 05:48:13.614223,2025-04-27 05:56:10.047108,2.67,7,9.82,1.93,cash,completed,4.7,4.791416405091966,2025-04-27 05:48:13.614223
1278,65,1151,5,7,2025-04-27 11:04:13.614223,2025-04-27 11:15:30.678852,6.54,11,19.64,0.0,mobile,completed,4.8,4.885929728629746,2025-04-27 11:04:13.614223
1279,77,2683,12,1,2025-04-27 06:28:13.614223,2025-04-27 06:35:50.630798,3.56,7,12.82,2.28,mobile,completed,4.1,3.70261221059902,2025-04-27 06:28:13.614223
1280,25,1023,1,9,2025-04-27 15:14:13.614223,2025-04-27 15:23:50.791343,3.62,9,11.66,1.96,credit,completed,3.8,4.180226880155451,2025-04-27 15:14:13.614223
1281,65,336,9,7,2025-04-27 19:21:13.614223,2025-04-27 19:33:37.018408,4.31,12,15.35,2.12,mobile,completed,4.4,4.366525684490134,2025-04-27 19:21:13.614223
1282,3,2385,4,4,2025-04-27 22:44:13.614223,2025-04-27 23:05:28.602523,8.98,21,28.83,3.27,mobile,completed,5.0,5.0,2025-04-27 22:44:13.614223
1283,84,3543,3,7,2025-04-27 11:15:13.614223,2025-04-27 11:19:13.730293,1.39,4,7.56,0.0,credit,completed,4.6,4.965167243554783,2025-04-27 11:15:13.614223
1284,61,4161,1,6,2025-04-27 23:46:13.614223,2025-04-27 23:55:45.464923,4.19,9,12.91,2.91,cash,completed,3.7,3.283093360162721,2025-04-27 23:46:13.614223
1285,100,3554,2,11,2025-04-27 15:15:13.614223,2025-04-27 15:26:17.442354,4.28,11,15.52,0.0,mobile,completed,3.6,3.58786196530365,2025-04-27 15:15:13.614223
1286,97,3135,11,1,2025-04-27 18:24:13.614223,2025-04-27 18:37:43.468970,5.18,13,12.18,2.3,mobile,completed,4.5,4.954071477790004,2025-04-27 18:24:13.614223
1287,13,4947,12,7,2025-04-27 03:48:13.614223,2025-04-27 03:52:56.402639,2.11,4,9.29,1.93,credit,completed,4.0,3.8473044533065592,2025-04-27 03:48:13.614223
1288,27,3267,10,11,2025-04-27 17:36:13.614223,2025-04-27 17:41:35.913518,1.88,5,11.26,1.86,credit,completed,3.5,3.216039535156861,2025-04-27 17:36:13.614223
1289,35,233,12,12,2025-04-27 20:21:13.614223,2025-04-27 20:23:49.079807,1.23,2,7.17,1.68,cash,completed,4.8,5.0,2025-04-27 20:21:13.614223
1290,17,3754,12,12,2025-04-27 07:17:13.614223,2025-04-27 07:22:29.209019,2.15,5,9.4,1.31,credit,completed,3.8,3.509381018269641,2025-04-27 07:17:13.614223
1291,7,2856,1,3,2025-04-27 18:41:13.614223,2025-04-27 18:48:55.325648,3.31,7,15.4,3.52,cash,completed,3.9,3.751804700616022,2025-04-27 18:41:13.614223
1292,94,741,5,11,2025-04-27 07:20:13.614223,2025-04-27 07:46:51.353884,11.44,26,31.3,6.05,mobile,completed,5.0,4.686192145620022,2025-04-27 07:20:13.614223
1293,72,3587,9,6,2025-04-27 08:54:13.614223,2025-04-27 09:00:28.942953,2.31,6,7.33,1.79,cash,completed,3.4,2.915927330490057,2025-04-27 08:54:13.614223
1294,65,2427,1,9,2025-04-27 09:58:13.614223,2025-04-27 10:07:47.818288,3.82,9,12.1,1.93,mobile,completed,3.6,3.1759353503482015,2025-04-27 09:58:13.614223
1295,100,2158,5,3,2025-04-27 22:38:13.614223,2025-04-27 23:05:11.562915,11.17,26,30.66,5.52,cash,completed,5.4,5.0,2025-04-27 22:38:13.614223
1296,80,4671,6,2,2025-04-27 23:52:13.614223,2025-04-28 00:19:12.288581,11.35,26,31.1,4.16,credit,completed,5.3,5.0,2025-04-27 23:52:13.614223
1297,62,1794,7,4,2025-04-27 08:01:13.614223,2025-04-27 08:04:37.432397,1.36,3,4.41,0.73,credit,completed,4.0,3.645376697275179,2025-04-27 08:01:13.614223
1298,9,3396,1,9,2025-04-27 00:54:13.614223,2025-04-27 01:00:42.665746,2.48,6,9.18,1.7,cash,completed,4.4,4.086058043300397,2025-04-27 00:54:13.614223
1299,21,3172,9,12,2025-04-27 12:40:13.614223,2025-04-27 12:48:12.920824,3.1,7,8.77,0.0,cash,completed,3.7,4.003426085425357,2025-04-27 12:40:13.614223
1300,17,2623,12,9,2025-04-27 11:23:13.614223,2025-04-27 11:38:11.978244,5.16,14,16.73,4.08,credit,completed,4.6,4.4216625516112495,2025-04-27 11:23:13.614223
1301,14,792,1,9,2025-04-27 19:15:13.614223,2025-04-27 19:23:50.869872,3.08,8,14.69,2.65,credit,completed,4.2,4.507253568070335,2025-04-27 19:15:13.614223
1302,47,4539,6,4,2025-04-27 23:22:13.614223,2025-04-27 23:48:43.630478,11.95,26,32.52,6.05,credit,completed,5.0,4.96023887111847,2025-04-27 23:22:13.614223
1303,73,182,5,9,2025-04-27 18:27:13.614223,2025-04-27 18:41:50.261765,9.34,14,26.3,5.2,cash,completed,5.2,5.0,2025-04-27 18:27:13.614223
1304,83,2262,6,10,2025-04-27 07:43:13.614223,2025-04-27 08:01:46.087207,10.0,18,39.03,0.0,mobile,completed,4.8,4.32757697339067,2025-04-27 07:43:13.614223
1305,64,3247,10,4,2025-04-27 13:45:13.614223,2025-04-27 13:47:59.476135,1.0,2,6.08,0.89,mobile,completed,3.3,3.47466762143866,2025-04-27 13:45:13.614223
1306,88,1182,8,9,2025-04-27 18:51:13.614223,2025-04-27 18:56:55.478440,1.98,5,7.44,1.4,credit,completed,3.4,3.8708885223388254,2025-04-27 18:51:13.614223
1307,21,522,7,9,2025-04-27 11:37:13.614223,2025-04-27 11:39:20.795226,1.0,2,3.89,0.48,credit,completed,3.3,3.0487995325012647,2025-04-27 11:37:13.614223
1308,59,4055,11,12,2025-04-27 05:53:13.614223,2025-04-27 05:59:01.938153,2.66,5,7.73,0.0,credit,completed,4.5,4.094161428109907,2025-04-27 05:53:13.614223
1309,73,3887,6,3,2025-04-27 22:43:13.614223,2025-04-27 22:57:59.409416,7.82,14,22.7,2.89,cash,completed,4.5,4.355156951974414,2025-04-27 22:43:13.614223
1310,48,1644,3,4,2025-04-27 09:31:13.614223,2025-04-27 09:36:43.165355,2.63,5,14.78,2.91,credit,completed,4.2,4.039720170585271,2025-04-27 09:31:13.614223
1311,96,4564,6,1,2025-04-27 18:16:13.614223,2025-04-27 18:37:40.814736,14.11,21,52.73,6.03,credit,completed,5.6,5.0,2025-04-27 18:16:13.614223
1312,13,4654,4,10,2025-04-27 00:20:13.614223,2025-04-27 00:44:14.122010,12.74,24,38.95,4.3,credit,completed,4.7,4.388482095572962,2025-04-27 00:20:13.614223
1313,46,1268,10,10,2025-04-27 05:34:13.614223,2025-04-27 05:39:00.002133,2.15,4,8.66,1.1,cash,completed,3.6,3.8063675660339973,2025-04-27 05:34:13.614223
1314,41,249,12,10,2025-04-27 08:32:13.614223,2025-04-27 08:36:36.311076,2.04,4,12.78,0.0,mobile,completed,5.0,5.0,2025-04-27 08:32:13.614223
1315,53,883,1,6,2025-04-27 07:51:13.614223,2025-04-27 08:02:54.041377,3.98,11,17.43,3.29,credit,completed,4.3,4.7002306021729225,2025-04-27 07:51:13.614223
1316,11,3725,12,11,2025-04-27 19:09:13.614223,2025-04-27 19:20:22.691209,3.72,11,13.22,2.09,cash,completed,4.3,4.744011100503665,2025-04-27 19:09:13.614223
1317,25,4021,8,4,2025-04-27 02:21:13.614223,2025-04-27 02:30:17.984398,4.04,9,11.58,1.23,credit,completed,4.1,4.516610501575064,2025-04-27 02:21:13.614223
1318,63,4259,11,2,2025-04-27 19:45:13.614223,2025-04-27 19:52:32.101316,2.65,7,10.81,1.6,mobile,completed,4.0,4.062996697240225,2025-04-27 19:45:13.614223
1319,25,2315,12,6,2025-04-27 18:25:13.614223,2025-04-27 18:39:34.858154,5.21,14,23.57,0.0,credit,completed,4.6,4.3929591532368,2025-04-27 18:25:13.614223
1320,70,4025,2,2,2025-04-27 12:27:13.614223,2025-04-27 12:31:31.163930,1.81,4,9.12,1.57,cash,completed,3.7,3.505897582304587,2025-04-27 12:27:13.614223
1321,41,342,3,4,2025-04-27 09:49:13.614223,2025-04-27 09:56:56.762623,2.88,7,15.63,2.28,mobile,completed,3.9,4.147851385923299,2025-04-27 09:49:13.614223
1322,33,230,1,1,2025-04-27 05:41:13.614223,2025-04-27 05:51:28.161260,4.43,10,13.43,2.12,cash,completed,3.9,4.364187111986903,2025-04-27 05:41:13.614223
1323,14,1461,2,9,2025-04-27 21:55:13.614223,2025-04-27 22:04:23.445053,3.77,9,14.19,2.91,credit,completed,4.6,4.198650734552992,2025-04-27 21:55:13.614223
1324,5,4058,7,4,2025-04-27 08:45:13.614223,2025-04-27 08:48:43.931949,1.51,3,6.48,1.24,credit,completed,3.6,4.022086338560944,2025-04-27 08:45:13.614223
1325,78,1970,10,11,2025-04-27 22:07:13.614223,2025-04-27 22:18:31.945635,3.87,11,12.5,2.81,credit,completed,3.6,4.087085494323937,2025-04-27 22:07:13.614223
1326,41,1161,9,10,2025-04-27 09:58:13.614223,2025-04-27 10:10:48.392522,4.43,12,15.66,0.0,mobile,completed,3.8,3.5581852963711675,2025-04-27 09:58:13.614223
1327,92,2538,1,4,2025-04-27 19:36:13.614223,2025-04-27 19:41:53.059068,2.09,5,11.64,2.3,cash,completed,4.7,4.609203407841036,2025-04-27 19:36:13.614223
1328,81,4000,10,5,2025-04-27 13:24:13.614223,2025-04-27 13:31:20.334162,3.12,7,10.83,2.1,cash,completed,4.4,3.9417993493080274,2025-04-27 13:24:13.614223
1329,5,938,2,2,2025-04-27 08:42:13.614223,2025-04-27 08:59:55.841358,6.58,17,30.08,0.0,cash,completed,4.9,4.466500314946164,2025-04-27 08:42:13.614223
1330,66,3263,1,5,2025-04-27 05:47:13.614223,2025-04-27 05:56:26.579318,4.08,9,12.68,1.81,mobile,completed,4.3,4.061499189648718,2025-04-27 05:47:13.614223
1331,68,709,10,9,2025-04-27 17:52:13.614223,2025-04-27 18:00:59.827635,3.04,8,14.91,1.94,mobile,completed,3.9,4.395558463302963,2025-04-27 17:52:13.614223
1332,48,1512,5,2,2025-04-27 03:07:13.614223,2025-04-27 03:29:03.768419,12.63,21,34.14,7.54,credit,completed,4.9,4.835948629791445,2025-04-27 03:07:13.614223
1333,52,4126,9,4,2025-04-27 23:09:13.614223,2025-04-27 23:12:11.865581,1.22,2,5.33,1.11,credit,completed,4.0,4.068801350997472,2025-04-27 23:09:13.614223
1334,66,2869,2,8,2025-04-27 09:55:13.614223,2025-04-27 10:05:21.946191,3.44,10,18.68,0.0,mobile,completed,5.1,4.656428159708618,2025-04-27 09:55:13.614223
1335,16,1593,12,6,2025-04-27 09:32:13.614223,2025-04-27 09:35:58.181867,1.81,3,8.58,1.42,cash,completed,3.6,3.1693828824417465,2025-04-27 09:32:13.614223
1336,64,2602,3,1,2025-04-27 16:18:13.614223,2025-04-27 16:27:53.248753,3.78,9,13.36,0.0,credit,completed,4.0,3.9099241682741592,2025-04-27 16:18:13.614223
1337,99,3035,5,1,2025-04-27 19:46:13.614223,2025-04-27 20:14:18.193057,16.81,28,44.09,0.0,credit,completed,4.9,5.0,2025-04-27 19:46:13.614223
1338,13,4645,6,2,2025-04-27 00:36:13.614223,2025-04-27 00:50:52.114493,9.4,14,26.44,5.67,credit,completed,4.7,4.763638758253921,2025-04-27 00:36:13.614223
1339,44,3163,11,5,2025-04-27 20:52:13.614223,2025-04-27 20:59:55.756517,2.65,7,7.71,1.22,mobile,completed,4.2,3.937669048330793,2025-04-27 20:52:13.614223
1340,89,3926,2,3,2025-04-27 08:22:13.614223,2025-04-27 08:28:46.609773,2.2,6,10.13,2.35,credit,completed,4.2,3.844407401136037,2025-04-27 08:22:13.614223
1341,64,3016,4,12,2025-04-27 05:24:13.614223,2025-04-27 05:49:13.658285,10.0,25,31.58,0.0,cash,completed,5.2,4.843983774204216,2025-04-27 05:24:13.614223
1342,65,3296,3,3,2025-04-27 22:56:13.614223,2025-04-27 23:06:24.781118,4.01,10,13.92,2.13,cash,completed,4.0,3.921140655008121,2025-04-27 22:56:13.614223
1343,13,2979,11,6,2025-04-27 23:28:13.614223,2025-04-27 23:31:54.790032,1.51,3,5.7,0.91,mobile,completed,3.7,3.729936769648754,2025-04-27 23:28:13.614223
1344,45,2978,2,8,2025-04-27 22:12:13.614223,2025-04-27 22:23:53.877582,4.54,11,16.21,3.48,cash,completed,5.0,4.874816638559103,2025-04-27 22:12:13.614223
1345,11,3706,5,5,2025-04-27 12:09:13.614223,2025-04-27 12:36:41.134002,13.94,27,37.25,9.07,mobile,completed,5.0,4.9121178466892665,2025-04-27 12:09:13.614223
1346,56,4240,4,7,2025-04-27 10:35:13.614223,2025-04-27 11:03:43.935337,11.93,28,36.76,0.0,cash,completed,5.4,4.923835395976675,2025-04-27 10:35:13.614223
1347,49,4616,5,3,2025-04-27 18:42:13.614223,2025-04-27 19:03:41.709789,12.84,21,34.63,6.45,credit,completed,5.1,4.750683257067871,2025-04-27 18:42:13.614223
1348,40,3987,3,6,2025-04-27 07:55:13.614223,2025-04-27 08:14:45.594277,7.13,19,21.52,4.62,mobile,completed,4.7,4.935317622334403,2025-04-27 07:55:13.614223
1349,24,72,10,1,2025-04-27 19:06:13.614223,2025-04-27 19:09:00.831958,1.0,2,8.51,0.97,cash,completed,3.5,3.203007070299866,2025-04-27 19:06:13.614223
1350,11,2585,3,10,2025-04-27 06:19:13.614223,2025-04-27 06:27:15.627157,2.83,8,11.05,1.85,cash,completed,4.0,4.203603216821089,2025-04-27 06:19:13.614223
1351,17,1246,5,3,2025-04-27 03:51:13.614223,2025-04-27 04:18:58.615770,13.46,27,36.11,6.49,mobile,completed,4.4,4.309679890858236,2025-04-27 03:51:13.614223
1352,57,2044,4,2,2025-04-27 20:30:13.614223,2025-04-27 20:59:58.282795,13.52,29,41.06,5.01,cash,completed,5.0,4.597068933812332,2025-04-27 20:30:13.614223
1353,38,164,3,10,2025-04-27 12:30:13.614223,2025-04-27 12:36:25.635329,2.61,6,10.51,2.34,cash,completed,3.2,3.2848912043266765,2025-04-27 12:30:13.614223
1354,77,2784,2,2,2025-04-27 00:31:13.614223,2025-04-27 00:46:22.516300,5.14,15,17.76,1.96,credit,completed,4.3,4.424031098932806,2025-04-27 00:31:13.614223
1355,33,1615,6,11,2025-04-27 04:07:13.614223,2025-04-27 04:42:04.409821,13.98,34,37.35,7.72,credit,completed,4.8,4.654711850008462,2025-04-27 04:07:13.614223
1356,5,1385,11,6,2025-04-27 17:01:13.614223,2025-04-27 17:10:18.073025,3.46,9,12.81,1.65,cash,completed,4.2,4.682036393288014,2025-04-27 17:01:13.614223
1357,36,1957,9,12,2025-04-27 07:31:13.614223,2025-04-27 07:40:21.919666,3.94,9,14.41,2.41,cash,completed,3.8,3.6375178280506706,2025-04-27 07:31:13.614223
1358,12,258,2,3,2025-04-27 21:29:13.614223,2025-04-27 21:33:49.898841,1.73,4,8.92,2.13,credit,completed,3.8,4.034641265672837,2025-04-27 21:29:13.614223
1359,20,295,12,12,2025-04-27 12:12:13.614223,2025-04-27 12:20:40.053736,2.91,8,11.24,2.3,cash,completed,4.0,3.866793899261549,2025-04-27 12:12:13.614223
1360,93,2837,6,12,2025-04-27 13:26:13.614223,2025-04-27 13:58:49.775861,14.77,32,39.23,0.0,credit,completed,4.7,4.688830419493028,2025-04-27 13:26:13.614223
1361,67,2611,12,9,2025-04-27 14:58:13.614223,2025-04-27 15:09:43.447042,4.3,11,14.64,1.51,credit,completed,4.2,4.506226654068108,2025-04-27 14:58:13.614223
1362,5,1942,2,2,2025-04-27 02:11:13.614223,2025-04-27 02:20:26.393041,3.88,9,14.49,1.47,credit,completed,4.1,4.336503525130348,2025-04-27 02:11:13.614223
1363,52,3775,3,11,2025-04-28 07:09:13.614223,2025-04-28 07:15:09.609150,2.3,5,13.66,2.98,credit,completed,4.4,4.5125651830582205,2025-04-28 07:09:13.614223
1364,38,1521,9,2,2025-04-28 04:12:13.614223,2025-04-28 04:17:27.083747,1.79,5,6.38,0.73,cash,completed,4.3,4.591592729729421,2025-04-28 04:12:13.614223
1365,2,4337,1,4,2025-04-28 01:45:13.614223,2025-04-28 01:53:36.214492,4.03,8,12.56,1.63,cash,completed,3.9,4.005457825260415,2025-04-28 01:45:13.614223
1366,65,502,10,8,2025-04-28 09:46:13.614223,2025-04-28 09:48:54.183783,1.0,2,6.08,0.0,credit,completed,4.0,3.5795582993019437,2025-04-28 09:46:13.614223
1367,11,1552,11,12,2025-04-28 09:09:13.614223,2025-04-28 09:15:26.148747,2.16,6,9.58,0.0,credit,completed,4.2,3.8881985156763204,2025-04-28 09:09:13.614223
1368,53,2431,5,10,2025-04-28 08:10:13.614223,2025-04-28 08:35:58.876428,13.59,25,51.0,10.0,credit,completed,5.0,4.926523307345433,2025-04-28 08:10:13.614223
1369,60,2062,6,5,2025-04-28 19:15:13.614223,2025-04-28 19:44:53.867992,14.61,29,54.4,5.97,credit,completed,5.3,5.0,2025-04-28 19:15:13.614223
1370,13,3654,10,1,2025-04-28 07:39:13.614223,2025-04-28 07:45:31.629926,2.29,6,12.55,2.52,cash,completed,3.8,3.8881386233224426,2025-04-28 07:39:13.614223
1371,25,540,4,10,2025-04-28 09:44:13.614223,2025-04-28 10:09:54.205692,11.77,25,50.89,0.0,cash,completed,4.5,4.450786950872187,2025-04-28 09:44:13.614223
1372,41,2568,12,9,2025-04-28 17:23:13.614223,2025-04-28 17:31:16.615718,3.22,8,16.81,2.16,mobile,completed,4.4,4.0705529394946955,2025-04-28 17:23:13.614223
1373,6,3304,10,8,2025-04-28 13:29:13.614223,2025-04-28 13:51:09.524849,7.62,21,20.9,3.55,credit,completed,4.8,4.442082890405201,2025-04-28 13:29:13.614223
1374,58,3125,2,11,2025-04-28 17:01:13.614223,2025-04-28 17:07:13.587396,2.09,5,13.79,0.0,cash,completed,4.2,3.7139501648722684,2025-04-28 17:01:13.614223
1375,61,1507,2,4,2025-04-28 19:57:13.614223,2025-04-28 20:01:31.470576,1.98,4,13.39,0.0,cash,completed,4.6,4.572288222237675,2025-04-28 19:57:13.614223
1376,13,4501,2,5,2025-04-28 06:01:13.614223,2025-04-28 06:12:26.493777,4.49,11,16.07,0.0,cash,completed,4.4,4.506824999479422,2025-04-28 06:01:13.614223
1377,79,490,12,6,2025-04-28 13:54:13.614223,2025-04-28 13:57:56.691711,1.72,3,8.36,0.92,cash,completed,4.5,4.706024106418344,2025-04-28 13:54:13.614223
1378,24,1773,10,7,2025-04-28 04:15:13.614223,2025-04-28 04:19:52.039571,1.84,4,7.97,1.94,mobile,completed,4.4,4.05860239668623,2025-04-28 04:15:13.614223
1379,93,1061,7,9,2025-04-28 21:39:13.614223,2025-04-28 21:43:31.119914,1.77,4,5.0,0.0,mobile,completed,3.0,2.8733546943003256,2025-04-28 21:39:13.614223
1380,40,146,1,8,2025-04-28 04:23:13.614223,2025-04-28 04:26:49.666632,1.4,3,6.82,0.93,cash,completed,3.8,3.9882817762601253,2025-04-28 04:23:13.614223
1381,40,2299,4,9,2025-04-28 09:40:13.614223,2025-04-28 10:14:04.679752,14.01,33,59.34,13.0,mobile,completed,5.2,4.894377771778821,2025-04-28 09:40:13.614223
1382,16,1876,4,12,2025-04-28 10:50:13.614223,2025-04-28 11:09:14.742608,8.92,19,28.65,3.88,credit,completed,4.9,4.888587920094267,2025-04-28 10:50:13.614223
1383,81,1216,8,10,2025-04-28 00:20:13.614223,2025-04-28 00:25:53.377667,2.26,5,7.99,1.43,cash,completed,3.1,3.202599776539434,2025-04-28 00:20:13.614223
1384,11,1583,7,5,2025-04-28 19:17:13.614223,2025-04-28 19:21:49.253742,2.22,4,7.91,1.22,credit,completed,4.2,4.173746934880209,2025-04-28 19:17:13.614223
1385,60,4603,11,3,2025-04-28 00:20:13.614223,2025-04-28 00:22:48.007577,1.09,2,4.96,1.21,cash,completed,3.9,4.385284569220008,2025-04-28 00:20:13.614223
1386,38,4896,10,10,2025-04-28 17:12:13.614223,2025-04-28 17:26:25.374531,5.03,14,15.1,0.0,mobile,completed,4.8,4.360562951382211,2025-04-28 17:12:13.614223
1387,88,3081,11,7,2025-04-28 18:51:13.614223,2025-04-28 19:04:59.315672,5.5,13,17.84,4.07,cash,completed,4.2,3.960987879367471,2025-04-28 18:51:13.614223
1388,77,645,7,6,2025-04-28 00:01:13.614223,2025-04-28 00:10:57.677804,3.67,9,7.73,1.83,credit,completed,4.0,3.946685095324292,2025-04-28 00:01:13.614223
1389,73,2241,1,8,2025-04-28 05:38:13.614223,2025-04-28 05:40:49.671225,1.06,2,6.08,0.0,mobile,completed,3.6,3.7065424714485817,2025-04-28 05:38:13.614223
1390,33,430,1,6,2025-04-28 18:08:13.614223,2025-04-28 18:19:00.954628,4.64,10,13.91,2.16,cash,completed,3.1,3.4318043404854928,2025-04-28 18:08:13.614223
1391,64,1459,8,6,2025-04-28 00:40:13.614223,2025-04-28 00:45:51.054175,2.31,5,8.1,1.73,mobile,completed,3.9,3.682908918887482,2025-04-28 00:40:13.614223
1392,12,1081,10,8,2025-04-28 18:02:13.614223,2025-04-28 18:10:53.417768,3.0,8,10.57,0.0,credit,completed,4.0,3.6399114366737746,2025-04-28 18:02:13.614223
1393,99,2926,1,6,2025-04-28 05:45:13.614223,2025-04-28 05:55:13.584587,4.47,9,13.54,0.0,cash,completed,4.0,4.250850692909781,2025-04-28 05:45:13.614223
1394,35,3244,12,12,2025-04-28 17:03:13.614223,2025-04-28 17:11:06.877816,3.12,7,11.77,0.0,credit,completed,4.0,4.314364151710678,2025-04-28 17:03:13.614223
1395,61,1961,7,1,2025-04-28 03:48:13.614223,2025-04-28 03:53:43.829709,1.89,5,5.17,0.95,credit,completed,3.1,3.242902559361556,2025-04-28 03:48:13.614223
1396,86,1251,2,3,2025-04-28 15:02:13.614223,2025-04-28 15:09:05.354713,3.36,6,13.14,1.95,mobile,completed,4.8,4.9702630027816355,2025-04-28 15:02:13.614223
1397,77,3400,8,9,2025-04-28 09:31:13.614223,2025-04-28 09:38:17.372245,3.49,7,10.47,0.0,credit,completed,3.8,3.889668661624235,2025-04-28 09:31:13.614223
1398,88,4765,5,6,2025-04-28 18:31:13.614223,2025-04-28 18:49:04.786409,11.85,17,32.27,7.24,cash,completed,5.2,4.912778330983638,2025-04-28 18:31:13.614223
1399,14,3067,4,9,2025-04-28 20:47:13.614223,2025-04-28 21:11:54.894277,11.63,24,35.96,8.1,mobile,completed,5.1,4.85627822678153,2025-04-28 20:47:13.614223
1400,88,237,11,8,2025-04-28 08:25:13.614223,2025-04-28 08:29:30.008303,2.02,4,6.59,1.3,mobile,completed,3.5,3.770016665799102,2025-04-28 08:25:13.614223
1401,74,1685,3,4,2025-04-28 03:02:13.614223,2025-04-28 03:08:20.085684,2.56,6,10.39,2.19,cash,completed,4.1,4.432929698301478,2025-04-28 03:02:13.614223
1402,50,1883,10,10,2025-04-28 18:52:13.614223,2025-04-28 18:55:39.166127,1.49,3,7.17,1.62,credit,completed,3.2,3.211099383412395,2025-04-28 18:52:13.614223
1403,38,4093,4,12,2025-04-28 06:53:13.614223,2025-04-28 07:20:20.953287,16.14,27,48.1,7.17,cash,completed,5.0,5.0,2025-04-28 06:53:13.614223
1404,37,2036,6,2,2025-04-28 15:30:13.614223,2025-04-28 15:47:33.026828,8.41,17,24.09,5.6,credit,completed,4.8,4.919276740029662,2025-04-28 15:30:13.614223
1405,28,4654,12,3,2025-04-28 09:59:13.614223,2025-04-28 10:06:55.288036,3.85,7,18.94,0.0,cash,completed,4.9,4.615308641238303,2025-04-28 09:59:13.614223
1406,66,3421,1,11,2025-04-28 13:47:13.614223,2025-04-28 13:56:41.233752,3.29,9,10.94,0.0,credit,completed,4.3,4.698521699905966,2025-04-28 13:47:13.614223
1407,57,1677,4,2,2025-04-28 08:29:13.614223,2025-04-28 08:57:33.087661,11.66,28,36.03,7.63,mobile,completed,5.2,5.0,2025-04-28 08:29:13.614223
1408,48,1924,1,8,2025-04-28 17:11:13.614223,2025-04-28 17:19:25.168459,4.07,8,17.71,3.31,mobile,completed,4.9,4.673134553954504,2025-04-28 17:11:13.614223
1409,24,1766,9,2,2025-04-28 18:30:13.614223,2025-04-28 18:35:06.315029,2.36,4,7.42,1.16,credit,completed,3.9,3.8974234359896744,2025-04-28 18:30:13.614223
1410,48,361,3,11,2025-04-28 17:11:13.614223,2025-04-28 17:23:24.814456,4.1,12,19.8,0.0,cash,completed,4.2,4.4099017447350075,2025-04-28 17:11:13.614223
1411,67,1541,10,4,2025-04-28 08:51:13.614223,2025-04-28 08:55:31.901001,1.9,4,11.33,2.51,mobile,completed,4.2,3.7441231047624415,2025-04-28 08:51:13.614223
1412,27,1897,12,12,2025-04-28 13:35:13.614223,2025-04-28 13:51:09.663782,5.4,15,17.3,1.85,cash,completed,4.6,4.188415999696024,2025-04-28 13:35:13.614223
1413,1,3042,6,12,2025-04-28 15:34:13.614223,2025-04-28 15:54:34.562915,12.23,20,33.19,4.04,mobile,completed,4.8,4.93931418468645,2025-04-28 15:34:13.614223
1414,93,2396,12,3,2025-04-28 18:25:13.614223,2025-04-28 18:27:35.940818,1.0,2,6.6,1.4,cash,completed,4.9,5.0,2025-04-28 18:25:13.614223
1415,95,2727,8,6,2025-04-28 13:05:13.614223,2025-04-28 13:12:48.439936,2.91,7,9.31,1.56,mobile,completed,4.1,4.461799960436952,2025-04-28 13:05:13.614223
1416,24,1189,5,10,2025-04-28 01:21:13.614223,2025-04-28 01:59:00.543325,18.83,37,48.9,9.53,mobile,completed,4.6,4.259427969538404,2025-04-28 01:21:13.614223
1417,36,3247,2,2,2025-04-28 08:52:13.614223,2025-04-28 09:05:59.924099,4.93,13,24.1,5.59,mobile,completed,5.0,5.0,2025-04-28 08:52:13.614223
1418,68,1350,4,12,2025-04-28 18:00:13.614223,2025-04-28 18:25:07.896463,14.19,24,42.87,0.0,mobile,completed,5.2,5.0,2025-04-28 18:00:13.614223
1419,97,3236,11,9,2025-04-28 10:46:13.614223,2025-04-28 10:57:46.892809,4.07,11,10.23,1.63,mobile,completed,4.6,4.451134357972639,2025-04-28 10:46:13.614223
1420,3,1543,3,12,2025-04-28 03:14:13.614223,2025-04-28 03:30:48.169554,6.28,16,19.44,0.0,mobile,completed,4.2,4.499935207574076,2025-04-28 03:14:13.614223
1421,58,3327,9,5,2025-04-28 02:44:13.614223,2025-04-28 02:55:17.149039,3.75,11,9.94,1.8,credit,completed,3.2,3.651550571728456,2025-04-28 02:44:13.614223
1422,9,585,4,2,2025-04-28 00:01:13.614223,2025-04-28 00:27:14.241424,14.48,26,43.65,0.0,credit,completed,5.3,5.0,2025-04-28 00:01:13.614223
1423,100,3177,3,6,2025-04-28 12:00:13.614223,2025-04-28 12:02:55.483334,1.0,2,6.6,0.0,cash,completed,3.6,3.7192577748722644,2025-04-28 12:00:13.614223
1424,46,259,11,8,2025-04-28 19:39:13.614223,2025-04-28 19:49:50.578379,4.09,10,14.37,1.5,mobile,completed,4.5,4.473597488263062,2025-04-28 19:39:13.614223
